bandage,item,1,med,grey14,,DMG -1,,,TRUE,TRUE,,,,,,,
pill,item,2,med,grey14,pill,DMG -5,,,TRUE,TRUE,,,,,,,
spritz,item,3,med,grey14,spritz,DMG -10,,,TRUE,TRUE,,,,,,,
perfume,item,5,hyg,grey14,,EGO +5 lib:+5,,,TRUE,TRUE,,,,,,,
shave,item,1,hyg,grey14,,LP +1,,,TRUE,TRUE,,,,,,,
brush,item,1,hyg,grey14,,LP +1,,,TRUE,TRUE,,,,,,,
tampon,item,1,hyg,grey14,,LP +1,,,TRUE,TRUE,,,,,,,
toilet_paper,item,1,hyg,grey14,tp,hyg:+1,,,TRUE,TRUE,,,,,,,
lipstick,item,2,hyg,grey14,lipstick,ego:+1,,,TRUE,TRUE,,,,,,,
chorapi,item,2,hyg,grey14,,hyg:+2,,,TRUE,TRUE,,,,,,,
gashti,item,2,hyg,grey14,,hyg:+2,,,TRUE,TRUE,,,,,,,
pingpong,item,,sport,grey14,pingpong,sport:+1,,,TRUE,TRUE,,,,,,,
soccer,item,,sport,grey14,soccer,sport:+1,,,TRUE,TRUE,,,,,,,
book2,item,,knw,grey14,book2,,,,TRUE,TRUE,,,,,,,
battery,item,,tech,grey14,battery,tok:+1:1,,,TRUE,TRUE,,,,,,,
gascan,item,,gas,grey14,gascan,consumed_by:car,,,TRUE,TRUE,,,,,,,
name,klas,lvl,type,color,img,effects,options,modable,collectible,consumable,speed,range,time_color,lifespan,vspeed,vfreq,layer
my_body,body,,my_body,gelb05,galab,t:-15 #rev,suicide echo,,,,2,1,fog_color,180,,,2
option,item,,option,,,,,,,,,,,,,,
option2,item,,option,,,,,,,,,,,,,,
option3,item,,option,,,,,,,,,,,,,,
option4,item,,option,,,,,,,,,,,,,,
suicide,item,,option,,suicide,,,,,,,,,,,,1
echo,item,,option,,bow,,,TRUE,,,,,fog_color,,,,1
scout,scout,,scout,grey05,,t:-1 #rev,,,,,4,1,fog_color,30,,0.5,1
lover,body,,body,red03,bqlgalab,,,,,,1,1,fog_color,180,,,
signal,body,,signal,,,t:-15,,,,,10,1,,,,,3
shit,body,,,grey14,laino,t:-15,,,TRUE,TRUE,,1,fog_color,5,,2,1
block,item,,,grey02,,,,,,,,,,,,,
fence,item,,,grey14,fence,,,,TRUE,,,,,,,,
dog,scout,,scout,grey14,dog,t:-10 #hunger,,,,,2,1,fog_color,30,,0.5,1
auto,scout,,scout,grey14,car,#traffic,,,,,4,,,,,0.5,
car,body,,car,grey14,car,,,,,,,,,,,,
bus,body,,,,,,,,,,,,,,,,
Basket,body,,,,,muscle test / robbers / jobari				,,,,,,,,,,,
nerd,body,,,,,,,,,,,,,,,,
waiting line,body,,,,,,,,,,,,,,,,
bee,body,,,,,,,,,,,,,,,,
junkie,body,,,,,,,,,,,,,,,,
fatty,body,,,,,,,,,,,,,,,,
hooligan,body,,,,,Soccer / muscle test,,,,,,,,,,,
crow,body,,,,,,,,,,,,,,,,
dog,scout,,scout,grey14,dog,t:-10 #hunger,,,,,2,1,fog_color,30,,0.5,1
cat (feral),body,,,,,,,,,,,,,,,,
ant,item,,,grey14,,,,,,,,,,,,,
gekko,item,,,grey14,gekko,,,,,,,,,,,,
pawprint,item,,,grey14,pawprint,,,,,,,,,,,,
name,klas,lvl,type,color,img,effects,options,modable,collectible,consumable,speed,range,time_color,lifespan,vspeed,vfreq,layer
placeholder,item,,,black,,,,,,,,,white,,,,1
trigger,body,,trigger,,,,,,,,,,,,,,1
sat_vibe,body,,trigger,,,#rev,,,,,,4.5,,1,5,0.3,1
boost_timer,body,,boost,,,,,,,,,,,,,,1
edit_phone,item,,editor,grey03,phone,,,,,,,,,,,,1
edit_poop,item,,editor,grey03,poop,,,TRUE,,,,,,,,,1
edit_spiral,item,,editor,grey03,spiral,,,,,,,,,,,,1
edit_fist,item,,editor,grey03,bow,,,,,,,,,,,,1
edit_pi,item,,editor,grey03,pi,,,,,,,,,,,,1
edit_freq,item,,editor,grey03,freq,,,,,,,,,,,,1
edit_inf,item,,editor,grey03,inf,,,,,,,,,,,,1
edit_del,item,,editor,grey03,del,,,TRUE,,,,,,,,,
edit_pentagram,item,,editor,grey03,pentagram,,,,,,,,,,,,1
edit_poison,item,,editor,grey03,poison,,,,,,,,,,,,1
edit_slow,item,,editor,grey03,slow,,,,,,,,,,,,1
edit_cube,item,,editor,grey03,cube,,,TRUE,,,,,,,,,
edit_scout,item,,editor,grey03,,,,TRUE,,,,,,,,,1
edit_heal,item,,editor,grey03,kreuz,,,,,,,,,,,,1
edit_fast,item,,editor,grey03,fast,,,,,,,,,,,,1
edit_map,item,,editor,grey03,location,,,,,,,,,,,,
edit_sat,item,,editor,grey03,radar,,,,,,,,,,,,
edit_book,item,,editor,grey03,book,,,,,,,,,,,,
edit_sock,item,,editor,grey03,socks,,,,,,,,,,,,
name,klas,lvl,type,color,img,effects,options,modable,collectible,consumable,speed,range,time_color,lifespan,vspeed,vfreq,layer
kenef,body,,vendor,grey14,toilette,#consume:shit hyg:+1 #consume:spritz #trip,,,,,,,,,,,
gas_col,item,,vendor,grey14,gas,#consume:any gen:gas,,,,,,,,,,,
phone,item,5,vendor,grey14,phone,#consume:any gen:save,,,,,,,,,,,
bus,item,,vendor,grey14,bus,#consume:any ride,,,,,,,,,,,
cage,item,,vendor,grey14,cage,,,,,,,,,,,,
bar,item,,vendor,grey14,,#consume:any gen:drink,,,,,,,,,,,
sex,item,,vendor,grey14,,libido,,,,,,,,,,,
casino,item,,vendor,grey14,gamble,#consume:any gen:random,,,,,,,,,,,
restaurant,item,,vendor,grey14,,#consume:any gen:food,,,,,,,,,,,
zlatara,item,,vendor,grey14,,#consume:any gen:wear,,,,,,,,,,,
pekara,item,,vendor,grey14,,#consume:any gen:food,,,,,,,,,,,
mesara,item,,vendor,grey14,,#consume:any gen:food,,,,,,,,,,,
drugs,item,,vendor,grey14,,,,,,,,,,,,,
fruits,item,,vendor,grey14,,#consume:any gen:fruit,,,,,,,,,,,
shop,item,,vendor,grey14,,#consume:any gen:random,,,,,,,,,,,
barber,item,,vendor,grey14,,#consume:any hyg:+1,,,,,,,,,,,
name,klas,lvl,type,color,img,effects,options,modable,collectible,consumable,speed,range,time_color,lifespan,vspeed,vfreq,layer
music_box,body,,quelle,grey14,radio,#receiver #tok t:+1,,,TRUE,,,3,,,3,1.5,
dog_house,spawn,,spawn,grey14,dog_house,#home:dog,,,,,,0,fog_color,,5,10,
traffic_light,spawn,,spawn,grey14,traffic_light,#spawn:auto,,,,,,0,fog_color,,5,3,
basket,item,,spawn,grey14,,#home:basket,,,,,,,,,,,
barrel,item,,,grey14,barrel,,,,,,,,,,,,
frost,item,,quelle,grey14,,speed -1: 1,,,,,,,,,,,
viros,item,,quelle,grey14,,sick +1,,,,,,,,,,,
day,item,,quelle,grey14,,light,,,,,,,,,,,
rain,item,,quelle,grey14,,water hyg +1 sick +1,,,,,,,,,,,
fire,item,,quelle,grey14,fire,,,,,,,,,,,,
fear,item,,quelle,grey14,,,,,,,,,,,,,
radio,item,,quelle,grey14,,speed:+1:1	speed:-1:1	#sleep:5,,,,,,,,,,,
tv,item,,quelle,grey14,,,,,,,,,,,,,
hive,item,,quelle,grey14,,bee,,,,,,,,,,,
sewer,item,,quelle,grey14,,,,,,,,,,,,,
bin,spawn,,quelle,grey14,kofa1,"hyg:-1 
#home:apple_bread_peanut_pretzel",,,,,,1,fog_color,,1,15,
smel bad,item,,quelle,grey14,,,,,,,,,,,,,
dirt,item,,quelle,grey14,,,,,,,,,,,,,
pipe,item,,vendor,grey14,,,,,,,,,,,,,
lamp,item,,vendor,grey14,,#consume:electricity light,,,,,,,,,,,
cheshma,item,,vendor,grey14,cheshma,water,,,,,,,,,,,
kofa1,item,,vendor,grey14,kofa1,,,,TRUE,,,,,,,,
cam,,,,,,,,,,,,,,,,,
name,klas,lvl,type,color,img,effects,options,modable,collectible,consumable,speed,range,time_color,lifespan,vspeed,vfreq,layer
bag,item,,panel,grey03,bago,,inventory_placeholder inventory_placeholder2 inventory_placeholder3 inventory_placeholder4 inventory_placeholder5 inventory_placeholder6,,TRUE,,,,,,,,1
slab,item,,panel,grey03,slab,,map_app sat_app edit_phone,,TRUE,,,,,,,,
map_app,item,,option,grey03,location,,,,TRUE,,,,,,,,
sat_app,item,,option,grey03,radar,#tok,,,TRUE,,,,,,,,
info_app,item,,option,grey03,book,,,,TRUE,,,,,,,,
stats_app,item,,option,grey03,freq,,,,TRUE,,,,,,,,
edit_phone,item,,option,grey03,phone,,,,TRUE,,,,,,,,
pistol,item,,wear,grey14,pistol,,,,TRUE,,,,,,,,
maluk lanec,item,,wear,,,,,,TRUE,,,,,,,,
rolex,item,,wear,,,,,,TRUE,,,,,,,,
shades,item,,wear,grey14,shades,range:-1 ego:+1,,,TRUE,,,,,,,,
zeiss,item,,wear,,,,,,TRUE,,,,,,,,
chain,item,,wear,,,,,,TRUE,,,,,,,,
gloves,item,,wear,,,,,,TRUE,,,,,,,,
umbrella,item,,wear,,,,,,TRUE,,,,,,,,
chadur,item,,wear,,,,,,TRUE,,,,,,,,
kecki,item,,wear,,,rap:+1,,,TRUE,,,,,,,,
sport,item,,wear,,,chalga:+1,,,TRUE,,,,,,,,
bike,item,,wear,grey14,bike,,,,TRUE,,,,,,,,
battery,item,,wear,grey14,battery,,,,TRUE,,,,,,,,
wrench,item,,wear,,,,,,TRUE,,,,,,,,
flashlight,item,,wear,,,,,,TRUE,,,,,,,,
balkan,item,,wear,,,,,,TRUE,,,,,,,,
name,klas,lvl,type,color,img,effects,options,modable,collectible,consumable,speed,range,time_color,lifespan,vspeed,vfreq,layer
Enter_11_9,item,,door,grey03,,,,,,,,,,,,,
Enter_11_13,item,,door,grey03,,,,,,,,,,,,,
Enter_11_7,item,,door_enter,fog_color,neon_bar,,,,,,,,,,,,
Enter_10_8,item,,door,grey03,,,,,,,,,,,,,
Enter_10_10,item,,door_enter,fog_color,neon_hotel,,,,,,,,,,,,
Enter_9_7,item,,door,grey03,,,,,,,,,,,,,
Enter_9_5,item,,door,grey03,,,,,,,,,,,,,
Enter_8_8,item,,door,grey03,,,,,,,,,,,,,
Enter_10_4,item,,door,grey03,,,,,,,,,,,,,
Enter_10_6,item,,door_enter,fog_color,neon_pizza,,,,,,,,,,,,
Enter_11_3,item,,door,grey03,,,,,,,,,,,,,
Enter_12_4,item,,door,grey03,,,,,,,,,,,,,
Enter_12_6,item,,door,grey03,,,,,,,,,,,,,
Enter_13_5,item,,door,grey03,,,,,,,,,,,,,
Enter_11_5,item,,door_enter,fog_color,neon_radio,,,,,,,,,,,,
Enter_13_7,item,,door,grey03,,,,,,,,,,,,,
Enter_12_8,item,,door,grey03,,,,,,,,,,,,,
Enter_13_9,item,,door_enter,fog_color,neon_kreuz,,,,,,,,,,,,
Enter_14_8,item,,door,grey03,,,,,,,,,,,,,
Enter_12_10,item,,door_enter,fog_color,neon_gym,,,,,,,,,,,,
Enter_14_6,item,,door_enter,fog_color,neon_shop,,,,,,,,,,,,
Enter_15_7,item,,door_enter,fog_color,neon_barber,,,,,,,,,,,,
Enter_14_10,item,,door,grey03,,,,,,,,,,,,,
Enter_13_11,item,,door,grey03,,,,,,,,,,,,,
Enter_14_12,item,,door,grey03,,,,,,,,,,,,,
Enter_15_11,item,,door,grey03,,,,,,,,,,,,,
Enter_13_13,item,,door,grey03,,,,,,,,,,,,,
Enter_15_9,item,,door,grey03,,,,,,,,,,,,,
Enter_12_12,item,,door,grey03,,,,,,,,,,,,,
Enter_8_6,item,,door,grey03,,,,,,,,,,,,,
Enter_7_7,item,,door,grey03,,,,,,,,,,,,,
Enter_7_9,item,,door,grey03,,,,,,,,,,,,,
Enter_8_10,item,,door,grey03,,,,,,,,,,,,,
Enter_8_12,item,,door,grey03,,,,,,,,,,,,,
Enter_9_9,item,,door_enter,fog_color,neon_bar,,,,,,,,,,,,
Enter_7_13,item,,door,grey03,,,,,,,,,,,,,
Enter_9_13,item,,door,grey03,,,,,,,,,,,,,
Enter_7_11,item,,door_enter,fog_color,neon_skola,,,,,,,,,,,,
Enter_7_15,item,,door_enter,fog_color,neon_fruit,,,,,,,,,,,,
Enter_8_14,item,,door,grey03,,,,,,,,,,,,,
Enter_8_16,item,,door_enter,grey01,neon_tattoo,,,,,,,,,,,,
Enter_9_15,item,,door,grey03,,,,,,,,,,,,,
Enter_9_15,item,,door,grey03,,,,,,,,,,,,,
Enter_9_11,item,,door_enter,fog_color,neon_pharma,,,,,,,,,,,,
Enter_10_12,item,,door_enter,fog_color,neon_shop,,,,,,,,,,,,
Enter_10_14,item,,door_enter,fog_color,neon_open,,,,,,,,,,,,
Enter_11_15,item,,door,grey03,,,,,,,,,,,,,
Enter_12_14,item,,door,grey03,,,,,,,,,,,,,
Enter_10_16,item,,door,grey03,,,,,,,,,,,,,
Enter_13_15,item,,door,grey03,,,,,,,,,,,,,
Enter_14_16,item,,door,grey03,,,,,,,,,,,,,
Enter_12_16,item,,door,grey03,,,,,,,,,,,,,
Enter_15_15,item,,door,grey03,,,,,,,,,,,,,
Enter_13_17,item,,door,grey03,,,,,,,,,,,,,
Enter_15_13,item,,door,grey03,,,,,,,,,,,,,
Enter_14_14,item,,door,grey03,,,,,,,,,,,,,
Enter_11_17,item,,door,grey03,,,,,,,,,,,,,
Enter_13_17,item,,door,grey03,,,,,,,,,,,,,
Enter_12_18,item,,door,grey03,,,,,,,,,,,,,
Enter_11_19,item,,door,grey03,,,,,,,,,,,,,
Enter_10_18,item,,door,grey03,,,,,,,,,,,,,
Enter_9_17,item,,door,grey03,,,,,,,,,,,,,
name,klas,lvl,type,color,img,effects,options,modable,collectible,consumable,speed,range,time_color,lifespan,vspeed,vfreq,layer
cassette,item,,aesthetic,,,,,,TRUE,,,,,,,,
theater,item,,aesthetic,,,,,,TRUE,,,,,,,,
book,item,,knwholder,grey14,,,,,TRUE,,,,,,,,
book2,item,,knwholder,grey14,book2,,,,TRUE,,,,,,,,
book3,item,,knwholder,grey14,book3,,,,TRUE,,,,,,,,
Painting,item,,art,,,,,,TRUE,,,,,,,,
key,item,,craft,grey14,key,,,,TRUE,,,,,,,,
leaef,item,,nature,,,fire,,,TRUE,,,,,,,,
brick,item,,res,,,,,,TRUE,,,,,,,,
lada,item,,vehicle,,,,,,TRUE,,,,,,,,
tailing machine,item,,,,,,,,TRUE,,,,,,,,
typing machine,item,,,,,,,,TRUE,,,,,,,,
tv,item,,,,,,,,TRUE,,,,,,,,
computer,item,,,,,#install apps,,,TRUE,,,,,,,,
wrench,item,,,,,,,,TRUE,,,,,,,,
wifi,item,,,,,,,,TRUE,,,,,,,,
book,item,,,,,,,,TRUE,,,,,,,,
scewdriver,item,,,,,,,,TRUE,,,,,,,,
tire,item,,,,,car component,,,TRUE,,,,,,,,
matchbox,item,,,,,smoke,,,TRUE,,,,,,,,
bong,item,,,,,smoke,,,TRUE,,,,,,,,
leaf,item,,food,grey14,,,,,TRUE,TRUE,,,,,,,
